tipo_marcador,lema_marcador,causa,marcador,efeito,direcao,sentenca_original,arquivo_origem
verbo,reduzir,o transplante renal,reduz,os níveis séricos de TMAO,Causa -> Efeito,"Portanto, pode-se presumir que o transplante renal reduz os níveis séricos de TMAO no período inicial, mas seu efeito no período de acompanhamento não é claro.",OK TMAO Microbiota Intetsinal.pdf
verbo,aumentar,os diuréticos de alça,aumentam,os níveis plasmáticos de TMAO,Causa -> Efeito,"Em um estudo que avaliou nove grupos de medicamentos cardiovasculares, foi demonstrado que os diuréticos de alça aumentam os níveis plasmáticos de TMAO ao diminuir a excreção urinária; portanto, pode-se recomendar que o uso de diuréticos de alça não seja ignorado em estudos com humanos47.",OK TMAO Microbiota Intetsinal.pdf
verbo,aumentar,"As modificações no consumo alimentar , em associação com outros fatores relacionados ao estilo de vida moderno ,",aumentaram,o risco de desenvolvimento e agravamento das doenças crônicas não-transmissíveis ( DCNT ),Causa -> Efeito,"As modificações no consumo alimentar, em associação com outros fatores relacionados ao estilo de vida moderno, aumentaram o risco de desenvolvimento e agravamento das doenças crônicas não-transmissíveis (DCNT), como as doenças cardiovasculares, diabetes mellitus tipo 2 (DM 2), obesidade, síndrome metabólica e alguns tipos de câncer .",OK Consumo alimentar e DCV.pdf
verbo,ocasionar,"A transição epidemiológica , demográfica e nutricional",ocasionou,mudanças observadas no padrão de morbidade e mortalidade da população global,Causa -> Efeito,"A transição epidemiológica, demográfica e nutricional ocasionou mudanças observadas no padrão de morbidade e mortalidade da população global.",OK Consumo alimentar e DCV.pdf
verbo,causar,o sistema digestório,causando,úlcera,Causa -> Efeito,"A nicotina afeta a saúde cardiovascular, aumentando a frequência cardíaca e a pressão arterial; o sistema endócrino, contribuindo para a resistência à insulina; o metabolismo dos lipídeos, causando hipertrigliceridemia e baixos níveis de HDL-c; o sistema digestório causando úlcera; o sistema reprodutor, podendo causar infertilidade nos homens, menopausa precoce e osteoporose nas mulheres, bem como contribui para o desenvolvimento de diversos tipos de câncer (leucemia mieloide aguda, câncer de bexiga, câncer de pâncreas, câncer de fígado, entre outros) .",OK Consumo alimentar e DCV.pdf
verbo,causar,o sistema digestório,causando,o sistema reprodutor,Causa -> Efeito,"A nicotina afeta a saúde cardiovascular, aumentando a frequência cardíaca e a pressão arterial; o sistema endócrino, contribuindo para a resistência à insulina; o metabolismo dos lipídeos, causando hipertrigliceridemia e baixos níveis de HDL-c; o sistema digestório causando úlcera; o sistema reprodutor, podendo causar infertilidade nos homens, menopausa precoce e osteoporose nas mulheres, bem como contribui para o desenvolvimento de diversos tipos de câncer (leucemia mieloide aguda, câncer de bexiga, câncer de pâncreas, câncer de fígado, entre outros) .",OK Consumo alimentar e DCV.pdf
verbo,causar,A nicotina,causa,a vasoconstrição,Causa -> Efeito,"A nicotina causa a vasoconstrição, porém também causa a vasodilatação.",OK Consumo alimentar e DCV.pdf
verbo,provocar,o consumo,provocaria,aumento do risco cardiovascular de desenvolver Doença Arterial Coronariana e AVC isquêmico,Causa -> Efeito,"Em outros casos, há relação em forma de J ou U, isto é, o consumo leve a moderado de álcool implicaria em risco baixo, porém o consumo elevado provocaria aumento do risco cardiovascular de desenvolver Doença Arterial Coronariana e AVC isquêmico.",OK Consumo alimentar e DCV.pdf
verbo,reduzir,"o consumo de uma porção diária de leguminosas dietéticas ( feijão , grão-de-bico , lentilhas e ervilhas )",reduziu,o LDL-colesterol,Causa -> Efeito,"Revisão sistemática e metanálise de 26 ensaios clínicos randomizados constatou que o consumo de uma porção diária de leguminosas dietéticas (feijão, grão-de-bico, lentilhas e ervilhas) reduziu significativamente o LDL-colesterol durante uma média de 6 semanas de seguimento, reduzindo, portanto, o risco cardiovascular em adultos predominantemente de meia idade, normolipidêmicos ou hiperlipêmicos com risco moderado de DAC .",OK Consumo alimentar e DCV.pdf
verbo,reduzir,o aumento na ingestão de 20 g de peixe ao dia,reduziu,o risco de mortalidade,Causa -> Efeito,Neste estudo foi sugerido que o aumento na ingestão de 20g de peixe ao dia reduziu o risco de mortalidade por DCV em 4% .,OK Consumo alimentar e DCV.pdf
verbo,promover,Tais estratégias,promovem,mudanças comportamentais,Causa -> Efeito,"Tais estratégias promovem mudanças comportamentais, sendo, portanto, mais amplas e efetivas especialmente na redução dos fatores de risco para DCNT .",OK Consumo alimentar e DCV.pdf
verbo,resultar,As DCNT,resultam,"de um conjunto de fatores genéticos , fisiológicos , ambientais e comportamentais",Causa -> Efeito,"As DCNT resultam de um conjunto de fatores genéticos, fisiológicos, ambientais e comportamentais e tendem a ser de longa duração.",OK Consumo alimentar e DCV.pdf
verbo,reduzir,O envelhecimento,reduz,a capacidade fisiológica dos indivíduos,Causa -> Efeito,"O envelhecimento reduz a capacidade fisiológica dos indivíduos, o que aumenta a suscetibilidade a doenças.",OK Consumo alimentar e DCV.pdf
verbo,aumentar,a população brasileira,aumentou,o consumo de álcool,Causa -> Efeito,"Vigitel 2018, esse percentual aumentou para 17,9%, indicando que a população brasileira aumentou o consumo de álcool nos últimos anos .",OK Consumo alimentar e DCV.pdf
verbo,reduzir,verduras,reduziu,a prevalência de HAS,Causa -> Efeito,"Com relação ao consumo alimentar (Tabela 2), 62% dos indivíduos com HAS apresentaram consumo adequado de frutas e verduras, e o consumo de frutas e verduras reduziu a prevalência de HAS em 13%.",OK Consumo alimentar e DCV.pdf
verbo,aumentar,a percepção do consumo de sal,aumentou,a prevalência de HAS,Causa -> Efeito,"Na análise ajustada pelas covariáveis (Tabela 3), a percepção do consumo elevado de sal aumentou a prevalência de HAS em 11%.",OK Consumo alimentar e DCV.pdf
verbo,aumentar,o consumo adequado de peixes,aumentou,a prevalência de HAS,Causa -> Efeito,"Por outro lado, o consumo adequado de peixes aumentou a prevalência de HAS em 18%.",OK Consumo alimentar e DCV.pdf
verbo,reduzir,o prazer proporcionado pelo consumo de alimentos picantes,reduz,a preferência individual por adição de sal às refeições13,Causa -> Efeito,"Como exemplo, podemos citar o uso da capsaicina, componente ativo da pimenta chili, que utilizado como condimento nas preparações culinárias pode ser uma alternativa interessante para o controle do sódio, uma vez que o prazer proporcionado pelo consumo de alimentos picantes reduz a preferência individual por adição de sal às refeições13.",OK Codimentos e especiarias tratamento HAS.pdf
verbo,causar,alguns fitoquímicos presentes nesses alimentos,causam,"o efeito termogênico e , em alguns casos , o aumento da oxidação de lipídeos , mas os resultados são controversos14",Causa -> Efeito,"Para pesquisadores, alguns fitoquímicos presentes nesses alimentos causam o efeito termogênico e, em alguns casos, o aumento da oxidação de lipídeos, mas os resultados são controversos14.",OK Codimentos e especiarias tratamento HAS.pdf
verbo,causar,A ativação do TRVP1 por administração de capsaicina,causa,vasodilatação e consequente da média da PA65-66,Causa -> Efeito,"A ativação do TRVP1 por administração de capsaicina causa vasodilatação e consequente diminuição da média da PA65-66, sendo encontrado Márcia Carolina de Siqueira Paese, Patricia Magnabosco, Simone de Godoy, Leila Maria Marchi-Alves |",OK Codimentos e especiarias tratamento HAS.pdf
substantivo (causa),fator,", Diabetes Mellitus tipo 2 ( DM2 ) e SM ( HUANG S , et al",fatores,"de risco para gota , hipertensão , dislipidemia , resistência à insulina",Causa -> Efeito,"Ambos são fatores de risco para gota, hipertensão, dislipidemia, resistência à insulina, Diabetes Mellitus tipo 2 (DM2) e SM (HUANG S, et al., 2017; CALICETI C, et al., 2017).",OK Ácido úrico e sindrome metabólica.pdf
verbo,resultar,o uso nocivo de bebidas alcoólicas,resulta,"em um fardo significativo em termos sociais , econômicos e de saúde",Causa -> Efeito,"Além disso, o uso nocivo de bebidas alcoólicas resulta em um fardo significativo em termos sociais, econômicos e de saúde.",OK Álcool - OPAS_OMS _ Organização Pan-Americana da Saúde.pdf
verbo,resultar,", 3 milhões de mortes por ano",resultam,do uso nocivo do álcool,Causa -> Efeito,"Em todo o mundo, 3 milhões de mortes por ano resultam do uso nocivo do álcool, representando 5,3% de todas as mortes.",OK Álcool - OPAS_OMS _ Organização Pan-Americana da Saúde.pdf
verbo,provocar,o uso nocivo do álcool,provoca,perdas sociais e econômicas significativas para os indivíduos e para a sociedade em geral,Causa -> Efeito,"Além das consequências para a saúde, o uso nocivo do álcool provoca perdas sociais e econômicas significativas para os indivíduos e para a sociedade em geral.",OK Álcool - OPAS_OMS _ Organização Pan-Americana da Saúde.pdf
verbo,levar,a fabricação de produtos de tabaco pela indústria da nicotina,levou,à manipulação genética da N. tabacum,Causa -> Efeito,"As concentrações típicas de nicotina variam de 15 a 35 mg/g de tabaco5, com concentrações de alcalóides totais chegando a 79 mg/g de Entretanto, a fabricação de produtos de tabaco pela indústria da nicotina levou à manipulação genética da N. tabacum",OK ACT-Nicotina-NotaTecnica.pdf
verbo,ocasionar,A R-nicotina,ocasionou,perda de peso,Causa -> Efeito,"A R-nicotina não ocasionou perda de peso, nem liberação de epinefrina em experimentos com ratos19,20.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,levar,Os cigarros eletrônicos com seus atrativos aromas e sabores,levaram,a um aumento nos casos de intoxicações nicotínicas em crianças americanas,Causa -> Efeito,Os cigarros eletrônicos com seus atrativos aromas e sabores levaram a um aumento nos casos de intoxicações nicotínicas em crianças americanas abaixo de seis anos de idade.,OK ACT-Nicotina-NotaTecnica.pdf
verbo,aumentar,e os carbonatos,aumentam,o pH da fumaça,Causa -> Efeito,"Da mesma forma, substâncias alcalinas com a ureia, o fosfato de diamônio, as etanolaminas e os carbonatos também aumentam o pH da fumaça melhorando o sabor da fumaça.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,reduzir,O ácido láctico,reduz,a aspereza e o amargor da fumaça,Causa -> Efeito,O ácido láctico reduz a aspereza e o amargor da fumaça propiciando um sabor mais doce e suave67.,OK ACT-Nicotina-NotaTecnica.pdf
verbo,diminuir,O ácido cítrico,diminui,a sua aspereza,Causa -> Efeito,"O ácido cítrico, ao reduzir o pH da fumaça, diminui a sua aspereza e altera o seu sabor.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,reduzir,"o ácido tartárico , muito semelhante ao ácido lático ,",reduz,"o pH da fumaça69,70",Causa -> Efeito,"Por outro lado, o ácido tartárico, muito semelhante ao ácido lático, também reduz o pH da fumaça69,70.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,produzir,"O ácido fórmico , apesar de a liberação de nicotina ,",produz,um desagradável sabor azedo,Causa -> Efeito,"O ácido fórmico, apesar de aumentar a liberação de nicotina, produz um desagradável sabor azedo, impactando negativamente o seu uso71,72.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,ocasionar,"Essa preocupante forma de apresentação da nicotina , além de suavizar os seus efeitos desagradáveis",ocasiona,uma alta e rápida substância psicoativa,Causa -> Efeito,"Essa preocupante forma de apresentação da nicotina, além de suavizar os seus efeitos desagradáveis, ocasiona uma alta e rápida substância psicoativa, instalando a dependência de forma veloz, principalmente entre adolescentes e adultos jovens89.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,ocasionar,Esse cenário,ocasiona,uma maior demanda de oxigênio e de nutrientes,Causa -> Efeito,Esse cenário ocasiona uma maior demanda de oxigênio e de nutrientes.,OK ACT-Nicotina-NotaTecnica.pdf
verbo,aumentar,A resistência vascular periférica,aumenta,da vasoconstrição mediada pelo receptor α que,Causa -> Efeito,"A resistência vascular periférica aumenta por meio da vasoconstrição mediada pelo receptor α que, por sua vez, aumenta a pressão arterial em torno de 5 a 10 mmHg113,114,121.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,ocasionar,A constrição de alguns leitos vasculares,ocasiona,a da temperatura da ponta dos dedos122,Causa -> Efeito,"A constrição de alguns leitos vasculares, como da pele, ocasiona a redução da temperatura da ponta dos dedos122.",OK ACT-Nicotina-NotaTecnica.pdf
verbo,promover,A nicotina,promove,importante disfunção endotelial,Causa -> Efeito,"A nicotina promove importante disfunção endotelial, que é a primeira etapa da doença vascular, por desencadear inflamação vascular, proliferação celular e trombose, além de alterações dos lipídeos e resistência à insulina114.",OK ACT-Nicotina-NotaTecnica.pdf
